experiment_id,sensor_pair,sensor_combination,physiological_parameter,parameter_label,correlation_coefficient,p_value,n_samples,statistically_significant
10,sensor3-sensor4,Finger→Wrist,rsp_min,Respiration Rate (breaths/min) (Min),-0.03307637664368652,0.2938799673796575,1009,False
10,sensor3-sensor4,Finger→Wrist,rsp_max,Respiration Rate (breaths/min) (Max),-0.009685638066950816,0.7586243095213189,1009,False
10,sensor3-sensor5,Finger→Ear,systolic_bp_mean,Systolic BP (mmHg),0.26368614596899714,4.285696076468047e-08,419,True
10,sensor3-sensor5,Finger→Ear,systolic_bp_std,Systolic BP (mmHg) (SD),-0.054195095823793386,0.26836074179454045,419,False
10,sensor3-sensor5,Finger→Ear,systolic_bp_min,Systolic BP (mmHg) (Min),0.2410816720025289,5.916491091379155e-07,419,True
10,sensor3-sensor5,Finger→Ear,systolic_bp_max,Systolic BP (mmHg) (Max),0.26220383104058653,5.130418637941467e-08,419,True
10,sensor3-sensor5,Finger→Ear,diastolic_bp_mean,Diastolic BP (mmHg),0.25344446857882313,1.4525087957374816e-07,419,True
10,sensor3-sensor5,Finger→Ear,diastolic_bp_std,Diastolic BP (mmHg) (SD),-0.028446830916343473,0.5614628221888083,419,False
10,sensor3-sensor5,Finger→Ear,diastolic_bp_min,Diastolic BP (mmHg) (Min),0.20803600891837443,1.764933400070453e-05,419,True
10,sensor3-sensor5,Finger→Ear,diastolic_bp_max,Diastolic BP (mmHg) (Max),0.21490223136134365,9.09028933846995e-06,419,True
10,sensor3-sensor5,Finger→Ear,mean_bp_mean,Mean Arterial Pressure (mmHg),0.25269133458024123,1.5856485226842282e-07,419,True
10,sensor3-sensor5,Finger→Ear,mean_bp_std,Mean Arterial Pressure (mmHg) (SD),-0.029603633976347635,0.5456485572071342,419,False
10,sensor3-sensor5,Finger→Ear,mean_bp_min,Mean Arterial Pressure (mmHg) (Min),0.22806925923696952,2.3955750056801093e-06,419,True
10,sensor3-sensor5,Finger→Ear,mean_bp_max,Mean Arterial Pressure (mmHg) (Max),0.23745993783311076,8.803242392951546e-07,419,True
10,sensor3-sensor5,Finger→Ear,bp_mean,Continuous BP (mmHg),0.25192737273675125,1.7326806799977707e-07,419,True
10,sensor3-sensor5,Finger→Ear,bp_std,Continuous BP (mmHg) (SD),0.20342964508202746,2.7213429436955904e-05,419,True
10,sensor3-sensor5,Finger→Ear,bp_min,Continuous BP (mmHg) (Min),0.21544885241404424,8.614543234896127e-06,419,True
10,sensor3-sensor5,Finger→Ear,bp_max,Continuous BP (mmHg) (Max),0.26386196833775444,4.194904824622702e-08,419,True
10,sensor3-sensor5,Finger→Ear,cardiac_output_mean,Cardiac Output (L/min),-0.2202925307924062,5.3178182084557166e-06,419,True
10,sensor3-sensor5,Finger→Ear,cardiac_output_std,Cardiac Output (L/min) (SD),-0.013469983665184326,0.7833834895672674,419,False
10,sensor3-sensor5,Finger→Ear,cardiac_output_min,Cardiac Output (L/min) (Min),-0.19122833080223417,8.18005017639515e-05,419,True
10,sensor3-sensor5,Finger→Ear,cardiac_output_max,Cardiac Output (L/min) (Max),-0.17600746431820835,0.0002942372667657907,419,True
10,sensor3-sensor5,Finger→Ear,cardiac_index_mean,Cardiac Index (L/min/m²),-0.21994084112889511,5.509401808799668e-06,419,True
10,sensor3-sensor5,Finger→Ear,cardiac_index_std,Cardiac Index (L/min/m²) (SD),-0.012206826460219946,0.8032599650391684,419,False
10,sensor3-sensor5,Finger→Ear,cardiac_index_min,Cardiac Index (L/min/m²) (Min),-0.19163455217090958,7.894222030237293e-05,419,True
10,sensor3-sensor5,Finger→Ear,cardiac_index_max,Cardiac Index (L/min/m²) (Max),-0.17331761000681756,0.00036505938442937407,419,True
10,sensor3-sensor5,Finger→Ear,hr_mean,Heart Rate (bpm),-0.1450575453773195,0.002919019144716465,419,True
10,sensor3-sensor5,Finger→Ear,hr_std,Heart Rate (bpm) (SD),0.07524082630763135,0.12411693029731767,419,False
10,sensor3-sensor5,Finger→Ear,hr_min,Heart Rate (bpm) (Min),-0.10728329517354586,0.028105204720250555,419,True
10,sensor3-sensor5,Finger→Ear,hr_max,Heart Rate (bpm) (Max),-0.07210888667320747,0.1406051118521862,419,False
10,sensor3-sensor5,Finger→Ear,systemic_vascular_resistance_mean,Systemic Vascular Resistance (dyn·s/cm⁵),0.25095616917378055,1.9386393657283324e-07,419,True
10,sensor3-sensor5,Finger→Ear,systemic_vascular_resistance_std,Systemic Vascular Resistance (dyn·s/cm⁵) (SD),0.03199850919395258,0.513624958378518,419,False
10,sensor3-sensor5,Finger→Ear,systemic_vascular_resistance_min,Systemic Vascular Resistance (dyn·s/cm⁵) (Min),0.20696370993190533,1.953801184114639e-05,419,True
10,sensor3-sensor5,Finger→Ear,systemic_vascular_resistance_max,Systemic Vascular Resistance (dyn·s/cm⁵) (Max),0.2405410479785398,6.280580722616631e-07,419,True
10,sensor3-sensor5,Finger→Ear,rsp_mean,Respiration Rate (breaths/min),-0.2572402970002131,9.296027840558264e-08,419,True
10,sensor3-sensor5,Finger→Ear,rsp_std,Respiration Rate (breaths/min) (SD),-0.26526105255526133,3.53576564334083e-08,419,True
10,sensor3-sensor5,Finger→Ear,rsp_min,Respiration Rate (breaths/min) (Min),,,419,False
10,sensor3-sensor5,Finger→Ear,rsp_max,Respiration Rate (breaths/min) (Max),-0.24094503098088213,6.006550669643336e-07,419,True
10,sensor4-sensor5,Wrist→Ear,systolic_bp_mean,Systolic BP (mmHg),0.23275523816022545,8.191862335347123e-07,439,True
10,sensor4-sensor5,Wrist→Ear,systolic_bp_std,Systolic BP (mmHg) (SD),-0.15985241880118134,0.0007755673685035933,439,True
10,sensor4-sensor5,Wrist→Ear,systolic_bp_min,Systolic BP (mmHg) (Min),0.23433005285145872,6.868046821289749e-07,439,True
10,sensor4-sensor5,Wrist→Ear,systolic_bp_max,Systolic BP (mmHg) (Max),0.16887144276581115,0.0003798285454825125,439,True
10,sensor4-sensor5,Wrist→Ear,diastolic_bp_mean,Diastolic BP (mmHg),0.23988609404146005,3.6512315482026955e-07,439,True
10,sensor4-sensor5,Wrist→Ear,diastolic_bp_std,Diastolic BP (mmHg) (SD),-0.1426505171824563,0.002738400033436457,439,True
10,sensor4-sensor5,Wrist→Ear,diastolic_bp_min,Diastolic BP (mmHg) (Min),0.2069525568409855,1.2357343820112946e-05,439,True
10,sensor4-sensor5,Wrist→Ear,diastolic_bp_max,Diastolic BP (mmHg) (Max),0.15348837650482955,0.0012557503135135067,439,True
10,sensor4-sensor5,Wrist→Ear,mean_bp_mean,Mean Arterial Pressure (mmHg),0.23333186926858585,7.680969448504345e-07,439,True
10,sensor4-sensor5,Wrist→Ear,mean_bp_std,Mean Arterial Pressure (mmHg) (SD),-0.11634524557502925,0.014726269455473328,439,True
10,sensor4-sensor5,Wrist→Ear,mean_bp_min,Mean Arterial Pressure (mmHg) (Min),0.2294522702339083,1.1808298821950098e-06,439,True
10,sensor4-sensor5,Wrist→Ear,mean_bp_max,Mean Arterial Pressure (mmHg) (Max),0.13834364938087784,0.0036803463032804695,439,True
10,sensor4-sensor5,Wrist→Ear,bp_mean,Continuous BP (mmHg),0.23068337793000437,1.0310329594974857e-06,439,True
10,sensor4-sensor5,Wrist→Ear,bp_std,Continuous BP (mmHg) (SD),0.040613551220231504,0.3959522284580421,439,False
10,sensor4-sensor5,Wrist→Ear,bp_min,Continuous BP (mmHg) (Min),0.21710250019317678,4.417602591921537e-06,439,True
10,sensor4-sensor5,Wrist→Ear,bp_max,Continuous BP (mmHg) (Max),0.17267635792489627,0.0002779836413298683,439,True
10,sensor4-sensor5,Wrist→Ear,cardiac_output_mean,Cardiac Output (L/min),-0.17271972882564982,0.0002769858016528017,439,True
10,sensor4-sensor5,Wrist→Ear,cardiac_output_std,Cardiac Output (L/min) (SD),-0.09471163052345506,0.04734160136708306,439,True
10,sensor4-sensor5,Wrist→Ear,cardiac_output_min,Cardiac Output (L/min) (Min),-0.0943291981141273,0.04824689733123647,439,True
10,sensor4-sensor5,Wrist→Ear,cardiac_output_max,Cardiac Output (L/min) (Max),-0.1634123571722321,0.000587675362349141,439,True
10,sensor4-sensor5,Wrist→Ear,cardiac_index_mean,Cardiac Index (L/min/m²),-0.17267576245445038,0.00027799736472498853,439,True
10,sensor4-sensor5,Wrist→Ear,cardiac_index_std,Cardiac Index (L/min/m²) (SD),-0.09274201807568846,0.05216039342607799,439,False
10,sensor4-sensor5,Wrist→Ear,cardiac_index_min,Cardiac Index (L/min/m²) (Min),-0.09569314476008768,0.04508310637413136,439,True
10,sensor4-sensor5,Wrist→Ear,cardiac_index_max,Cardiac Index (L/min/m²) (Max),-0.16164071515989245,0.0006751557592911821,439,True
10,sensor4-sensor5,Wrist→Ear,hr_mean,Heart Rate (bpm),-0.04852848117761571,0.3103521318856914,439,False
10,sensor4-sensor5,Wrist→Ear,hr_std,Heart Rate (bpm) (SD),-0.07874233032285788,0.0994162284052588,439,False
10,sensor4-sensor5,Wrist→Ear,hr_min,Heart Rate (bpm) (Min),0.01559984770126789,0.7444689599563139,439,False
10,sensor4-sensor5,Wrist→Ear,hr_max,Heart Rate (bpm) (Max),-0.09708648323955078,0.042032999304010187,439,True
10,sensor4-sensor5,Wrist→Ear,systemic_vascular_resistance_mean,Systemic Vascular Resistance (dyn·s/cm⁵),0.20956452136032988,9.528531392809622e-06,439,True
10,sensor4-sensor5,Wrist→Ear,systemic_vascular_resistance_std,Systemic Vascular Resistance (dyn·s/cm⁵) (SD),-0.042260066809616054,0.3770650854709724,439,False
10,sensor4-sensor5,Wrist→Ear,systemic_vascular_resistance_min,Systemic Vascular Resistance (dyn·s/cm⁵) (Min),0.206899325513743,1.2422562912262786e-05,439,True
10,sensor4-sensor5,Wrist→Ear,systemic_vascular_resistance_max,Systemic Vascular Resistance (dyn·s/cm⁵) (Max),0.13925138935345877,0.0034603291372208357,439,True
10,sensor4-sensor5,Wrist→Ear,rsp_mean,Respiration Rate (breaths/min),-0.16046353744123512,0.0007397953524062406,439,True
10,sensor4-sensor5,Wrist→Ear,rsp_std,Respiration Rate (breaths/min) (SD),-0.18334953491297906,0.00011179842318476557,439,True
10,sensor4-sensor5,Wrist→Ear,rsp_min,Respiration Rate (breaths/min) (Min),,,439,False
10,sensor4-sensor5,Wrist→Ear,rsp_max,Respiration Rate (breaths/min) (Max),-0.17395252092780322,0.0002499832324740013,439,True
