experiment_id, sensor_pair    , sensor_combination, physiological_parameter          , parameter_label                               , correlation_coefficient, p_value               , n_samples, statistically_significant
            1, sensor2-sensor4, Nose→Wrist        , mean_bp_min                      , Mean Arterial Pressure (mmHg) (Min)           , -0.07547957461583399   , 0.17398044182756986   ,       326, False
            1, sensor2-sensor4, Nose→Wrist        , mean_bp_max                      , Mean Arterial Pressure (mmHg) (Max)           , 0.03273493870027542    , 0.5559067010814255    ,       326, False
            1, sensor2-sensor4, Nose→Wrist        , bp_mean                          , Continuous BP (mmHg)                          , -0.030952840245050173  , 0.5776266118923431    ,       326, False
            1, sensor2-sensor4, Nose→Wrist        , bp_std                           , Continuous BP (mmHg) (SD)                     , 0.026416708522403715   , 0.6346323528857164    ,       326, False
            1, sensor2-sensor4, Nose→Wrist        , bp_min                           , Continuous BP (mmHg) (Min)                    , -0.13423186582718322   , 0.015295924866049696  ,       326, True
            1, sensor2-sensor4, Nose→Wrist        , bp_max                           , Continuous BP (mmHg) (Max)                    , 0.026723023855371394   , 0.6307089150178675    ,       326, False
            1, sensor2-sensor4, Nose→Wrist        , cardiac_output_mean              , Cardiac Output (L/min)                        , -0.4164888305586312    , 4.140891014365684e-15 ,       326, True
            1, sensor2-sensor4, Nose→Wrist        , cardiac_output_std               , Cardiac Output (L/min) (SD)                   , 0.06857731600491107    , 0.21687001453517285   ,       326, False
            1, sensor2-sensor4, Nose→Wrist        , cardiac_output_min               , Cardiac Output (L/min) (Min)                  , -0.32914870490052267   , 1.1245118767027793e-09,       326, True
            1, sensor2-sensor4, Nose→Wrist        , cardiac_output_max               , Cardiac Output (L/min) (Max)                  , -0.23488963586384848   , 1.8286235124385416e-05,       326, True
            1, sensor2-sensor4, Nose→Wrist        , cardiac_index_mean               , Cardiac Index (L/min/m²)                      , -0.4167647180160176    , 3.955897250519168e-15 ,       326, True
            1, sensor2-sensor4, Nose→Wrist        , cardiac_index_std                , Cardiac Index (L/min/m²) (SD)                 , 0.06773512356561569    , 0.22258125240680704   ,       326, False
            1, sensor2-sensor4, Nose→Wrist        , cardiac_index_min                , Cardiac Index (L/min/m²) (Min)                , -0.32569424863047414   , 1.7122890072071543e-09,       326, True
            1, sensor2-sensor4, Nose→Wrist        , cardiac_index_max                , Cardiac Index (L/min/m²) (Max)                , -0.23421177233344254   , 1.9361591818176208e-05,       326, True
            1, sensor2-sensor4, Nose→Wrist        , hr_mean                          , Heart Rate (bpm)                              , -0.24760958020597337   , 6.0630014804102414e-06,       326, True
            1, sensor2-sensor4, Nose→Wrist        , hr_std                           , Heart Rate (bpm) (SD)                         , -0.05120627907986254   , 0.3567336834419531    ,       326, False
            1, sensor2-sensor4, Nose→Wrist        , hr_min                           , Heart Rate (bpm) (Min)                        , -0.21861659749229218   , 6.882416293301916e-05 ,       326, True
            1, sensor2-sensor4, Nose→Wrist        , hr_max                           , Heart Rate (bpm) (Max)                        , -0.2636757235529931    , 1.377639118851928e-06 ,       326, True
            1, sensor2-sensor4, Nose→Wrist        , systemic_vascular_resistance_mean, Systemic Vascular Resistance (dyn·s/cm⁵)      , 0.35278725337584954    , 5.4790745815819057e-11,       326, True
            1, sensor2-sensor4, Nose→Wrist        , systemic_vascular_resistance_std , Systemic Vascular Resistance (dyn·s/cm⁵) (SD) , 0.23783673001685224    , 1.4235509475061965e-05,       326, True
            1, sensor2-sensor4, Nose→Wrist        , systemic_vascular_resistance_min , Systemic Vascular Resistance (dyn·s/cm⁵) (Min), 0.2591143608478317     , 2.119441167289533e-06 ,       326, True
            1, sensor2-sensor4, Nose→Wrist        , systemic_vascular_resistance_max , Systemic Vascular Resistance (dyn·s/cm⁵) (Max), 0.3034856462600065     , 2.2584563183193834e-08,       326, True
            1, sensor2-sensor4, Nose→Wrist        , rsp_mean                         , Respiration Rate (breaths/min)                , 0.24945940464657954    , 5.137708485243792e-06 ,       326, True
            1, sensor2-sensor4, Nose→Wrist        , rsp_std                          , Respiration Rate (breaths/min) (SD)           , 0.27369981326116793    , 5.195296215974432e-07 ,       326, True
            1, sensor2-sensor4, Nose→Wrist        , rsp_min                          , Respiration Rate (breaths/min) (Min)          ,                        ,                       ,       326, False
            1, sensor2-sensor4, Nose→Wrist        , rsp_max                          , Respiration Rate (breaths/min) (Max)          , 0.2676497519151973     , 9.403231490178307e-07 ,       326, True
            1, sensor2-sensor5, Nose→Ear          , systolic_bp_mean                 , Systolic BP (mmHg)                            , 0.014915767541120225   , 0.802034900437116     ,       285, False
            1, sensor2-sensor5, Nose→Ear          , systolic_bp_std                  , Systolic BP (mmHg) (SD)                       , 0.006753306046400807   , 0.9096268928464563    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , systolic_bp_min                  , Systolic BP (mmHg) (Min)                      , 0.0032013026283129586  , 0.957089067473313     ,       285, False
            1, sensor2-sensor5, Nose→Ear          , systolic_bp_max                  , Systolic BP (mmHg) (Max)                      , -0.008330505323267696  , 0.8886446019599398    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , diastolic_bp_mean                , Diastolic BP (mmHg)                           , -0.024809987827566243  , 0.6766313986034044    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , diastolic_bp_std                 , Diastolic BP (mmHg) (SD)                      , 0.038453315889133526   , 0.51792136174159      ,       285, False
            1, sensor2-sensor5, Nose→Ear          , diastolic_bp_min                 , Diastolic BP (mmHg) (Min)                     , -0.051657115709241336  , 0.3849455456633638    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , diastolic_bp_max                 , Diastolic BP (mmHg) (Max)                     , 0.021105651685080527   , 0.722755887366214     ,       285, False
            1, sensor2-sensor5, Nose→Ear          , mean_bp_mean                     , Mean Arterial Pressure (mmHg)                 , -0.022527180629066376  , 0.70492604743445      ,       285, False
            1, sensor2-sensor5, Nose→Ear          , mean_bp_std                      , Mean Arterial Pressure (mmHg) (SD)            , 0.01687887221647813    , 0.7766279779489305    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , mean_bp_min                      , Mean Arterial Pressure (mmHg) (Min)           , -0.07086726161973822   , 0.23301854106133374   ,       285, False
            1, sensor2-sensor5, Nose→Ear          , mean_bp_max                      , Mean Arterial Pressure (mmHg) (Max)           , -0.010327496299762443  , 0.8621903633130278    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , bp_mean                          , Continuous BP (mmHg)                          , -0.014666775376953323  , 0.8052729526441743    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , bp_std                           , Continuous BP (mmHg) (SD)                     , -0.0031967431260424804 , 0.957150125478863     ,       285, False
            1, sensor2-sensor5, Nose→Ear          , bp_min                           , Continuous BP (mmHg) (Min)                    , -0.013855530096736422  , 0.8158456900381328    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , bp_max                           , Continuous BP (mmHg) (Max)                    , -0.008329881587554534  , 0.8886528854984805    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , cardiac_output_mean              , Cardiac Output (L/min)                        , 0.00595927234713018    , 0.9202150420593518    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , cardiac_output_std               , Cardiac Output (L/min) (SD)                   , 0.036355225712686914   , 0.541033003346501     ,       285, False
            1, sensor2-sensor5, Nose→Ear          , cardiac_output_min               , Cardiac Output (L/min) (Min)                  , -0.00287745212620491   , 0.9614264726297455    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , cardiac_output_max               , Cardiac Output (L/min) (Max)                  , 0.03244882463594414    , 0.585385337713758     ,       285, False
            1, sensor2-sensor5, Nose→Ear          , cardiac_index_mean               , Cardiac Index (L/min/m²)                      , 0.005434619948733045   , 0.927218935141956     ,       285, False
            1, sensor2-sensor5, Nose→Ear          , cardiac_index_std                , Cardiac Index (L/min/m²) (SD)                 , 0.035900469493760676   , 0.5461091375787231    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , cardiac_index_min                , Cardiac Index (L/min/m²) (Min)                , -0.0028465119480519385 , 0.9618409230963203    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , cardiac_index_max                , Cardiac Index (L/min/m²) (Max)                , 0.03257728563173767    , 0.5839004818852811    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , hr_mean                          , Heart Rate (bpm)                              , 0.016926686623131702   , 0.7760119893044873    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , hr_std                           , Heart Rate (bpm) (SD)                         , -0.01902943148517789   , 0.749066208458093     ,       285, False
            1, sensor2-sensor5, Nose→Ear          , hr_min                           , Heart Rate (bpm) (Min)                        , 0.004184965649069158   , 0.9439229167819065    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , hr_max                           , Heart Rate (bpm) (Max)                        , 0.014662008060196935   , 0.8053349824706898    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , systemic_vascular_resistance_mean, Systemic Vascular Resistance (dyn·s/cm⁵)      , -0.022810316139015442  , 0.7013935657709189    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , systemic_vascular_resistance_std , Systemic Vascular Resistance (dyn·s/cm⁵) (SD) , 0.02089912109893654    , 0.7253591180688862    ,       285, False
            1, sensor2-sensor5, Nose→Ear          , systemic_vascular_resistance_min , Systemic Vascular Resistance (dyn·s/cm⁵) (Min), -0.08899129037978265   , 0.13394671926379298   ,       285, False
            1, sensor2-sensor5, Nose→Ear          , systemic_vascular_resistance_max , Systemic Vascular Resistance (dyn·s/cm⁵) (Max), -0.01573848728360117   , 0.791360041167171     ,       285, False
            1, sensor2-sensor5, Nose→Ear          , rsp_mean                         , Respiration Rate (breaths/min)                , 0.08656011699470773    , 0.14494588866491226   ,       285, False
            1, sensor2-sensor5, Nose→Ear          , rsp_std                          , Respiration Rate (breaths/min) (SD)           , 0.08656011699470773    , 0.14494588866491226   ,       285, False
            1, sensor2-sensor5, Nose→Ear          , rsp_min                          , Respiration Rate (breaths/min) (Min)          ,                        ,                       ,       285, False
            1, sensor2-sensor5, Nose→Ear          , rsp_max                          , Respiration Rate (breaths/min) (Max)          , 0.08656011699470773    , 0.14494588866491226   ,       285, False
            1, sensor3-sensor4, Finger→Wrist      , systolic_bp_mean                 , Systolic BP (mmHg)                            , 0.15574676322081377    , 1.5302250922312296e-05,       764, True
            1, sensor3-sensor4, Finger→Wrist      , systolic_bp_std                  , Systolic BP (mmHg) (SD)                       , 0.1270897612393846     , 0.0004293273733602113 ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , systolic_bp_min                  , Systolic BP (mmHg) (Min)                      , 0.10874181569514624    , 0.0026151333758212734 ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , systolic_bp_max                  , Systolic BP (mmHg) (Max)                      , 0.1236624786599029     , 0.0006133092961614768 ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , diastolic_bp_mean                , Diastolic BP (mmHg)                           , -0.15507901084491554   , 1.6659101525185856e-05,       764, True
            1, sensor3-sensor4, Finger→Wrist      , diastolic_bp_std                 , Diastolic BP (mmHg) (SD)                      , 0.34336218925556555    , 1.4576571258500664e-22,       764, True
            1, sensor3-sensor4, Finger→Wrist      , diastolic_bp_min                 , Diastolic BP (mmHg) (Min)                     , -0.3243237121582034    , 3.5920509007370136e-20,       764, True
            1, sensor3-sensor4, Finger→Wrist      , diastolic_bp_max                 , Diastolic BP (mmHg) (Max)                     , -0.06299891787557113   , 0.08182348260021223   ,       764, False
            1, sensor3-sensor4, Finger→Wrist      , mean_bp_mean                     , Mean Arterial Pressure (mmHg)                 , -0.06406536004322441   , 0.07677369320018003   ,       764, False
            1, sensor3-sensor4, Finger→Wrist      , mean_bp_std                      , Mean Arterial Pressure (mmHg) (SD)            , 0.1651372164642531     , 4.463385747867011e-06 ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , mean_bp_min                      , Mean Arterial Pressure (mmHg) (Min)           , -0.11411352735211101   , 0.0015813682068911495 ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , mean_bp_max                      , Mean Arterial Pressure (mmHg) (Max)           , 0.13568787701823776    , 0.0001687238843767726 ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , bp_mean                          , Continuous BP (mmHg)                          , -0.06811776333919739   , 0.059847443926622695  ,       764, False
            1, sensor3-sensor4, Finger→Wrist      , bp_std                           , Continuous BP (mmHg) (SD)                     , 0.21384543099759518    , 2.3678337312278664e-09,       764, True
            1, sensor3-sensor4, Finger→Wrist      , bp_min                           , Continuous BP (mmHg) (Min)                    , -0.13616164803945105   , 0.00015999792245354526,       764, True
            1, sensor3-sensor4, Finger→Wrist      , bp_max                           , Continuous BP (mmHg) (Max)                    , 0.1384284483512852     , 0.00012380435715451848,       764, True
            1, sensor3-sensor4, Finger→Wrist      , cardiac_output_mean              , Cardiac Output (L/min)                        , 0.11940544234106082    , 0.0009434606903463384 ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , cardiac_output_std               , Cardiac Output (L/min) (SD)                   , 0.12792598360933136    , 0.0003930172695518123 ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , cardiac_output_min               , Cardiac Output (L/min) (Min)                  , 0.0024492667765752523  , 0.9461133420375333    ,       764, False
            1, sensor3-sensor4, Finger→Wrist      , cardiac_output_max               , Cardiac Output (L/min) (Max)                  , 0.12618042597291645    , 0.00047234583574343755,       764, True
            1, sensor3-sensor4, Finger→Wrist      , cardiac_index_mean               , Cardiac Index (L/min/m²)                      , 0.11958728517875601    , 0.0009265198290003208 ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , cardiac_index_std                , Cardiac Index (L/min/m²) (SD)                 , 0.12787633525907952    , 0.00039509049303803625,       764, True
            1, sensor3-sensor4, Finger→Wrist      , cardiac_index_min                , Cardiac Index (L/min/m²) (Min)                , 0.0045401701273483155  , 0.9002955772297645    ,       764, False
            1, sensor3-sensor4, Finger→Wrist      , cardiac_index_max                , Cardiac Index (L/min/m²) (Max)                , 0.1260562187048251     , 0.00047852393233513966,       764, True
            1, sensor3-sensor4, Finger→Wrist      , hr_mean                          , Heart Rate (bpm)                              , -0.058848731481826094  , 0.10408656465634805   ,       764, False
            1, sensor3-sensor4, Finger→Wrist      , hr_std                           , Heart Rate (bpm) (SD)                         , 0.06925569772099477    , 0.05569314585354196   ,       764, False
            1, sensor3-sensor4, Finger→Wrist      , hr_min                           , Heart Rate (bpm) (Min)                        , -0.11712347573328385   , 0.0011818476342061793 ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , hr_max                           , Heart Rate (bpm) (Max)                        , -0.09326591558357578   , 0.009899382894521979  ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , systemic_vascular_resistance_mean, Systemic Vascular Resistance (dyn·s/cm⁵)      , -0.08723388402382597   , 0.01587208628292706   ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , systemic_vascular_resistance_std , Systemic Vascular Resistance (dyn·s/cm⁵) (SD) , 0.19901709374407595    , 2.8974893951893815e-08,       764, True
            1, sensor3-sensor4, Finger→Wrist      , systemic_vascular_resistance_min , Systemic Vascular Resistance (dyn·s/cm⁵) (Min), -0.1594791590188862    , 9.456052432309805e-06 ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , systemic_vascular_resistance_max , Systemic Vascular Resistance (dyn·s/cm⁵) (Max), 0.12613109989355897    , 0.0004747903820152213 ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , rsp_mean                         , Respiration Rate (breaths/min)                , 0.19239988305960223    , 8.346097614694676e-08 ,       764, True
            1, sensor3-sensor4, Finger→Wrist      , rsp_std                          , Respiration Rate (breaths/min) (SD)           , 0.20125416325908407    , 2.0095432198988922e-08,       764, True
            1, sensor3-sensor4, Finger→Wrist      , rsp_min                          , Respiration Rate (breaths/min) (Min)          ,                        ,                       ,       764, False
            1, sensor3-sensor4, Finger→Wrist      , rsp_max                          , Respiration Rate (breaths/min) (Max)          , 0.17965196120972798    , 5.784731987334999e-07 ,       764, True
            1, sensor3-sensor5, Finger→Ear        , systolic_bp_mean                 , Systolic BP (mmHg)                            , 0.023872423737624975   , 0.5691680888574703    ,       571, False
            1, sensor3-sensor5, Finger→Ear        , systolic_bp_std                  , Systolic BP (mmHg) (SD)                       , 0.06518698917856564    , 0.11972606798977885   ,       571, False
            1, sensor3-sensor5, Finger→Ear        , systolic_bp_min                  , Systolic BP (mmHg) (Min)                      , 0.020052126243863808   , 0.6325393265703779    ,       571, False
            1, sensor3-sensor5, Finger→Ear        , systolic_bp_max                  , Systolic BP (mmHg) (Max)                      , 0.06449994965080551    , 0.12368440093917377   ,       571, False
            1, sensor3-sensor5, Finger→Ear        , diastolic_bp_mean                , Diastolic BP (mmHg)                           , 0.06870042193673695    , 0.10100956324986247   ,       571, False
            1, sensor3-sensor5, Finger→Ear        , diastolic_bp_std                 , Diastolic BP (mmHg) (SD)                      , 0.013600938474836706   , 0.7457067733580606    ,       571, False
            1, sensor3-sensor5, Finger→Ear        , diastolic_bp_min                 , Diastolic BP (mmHg) (Min)                     , 0.07772641693791238    , 0.06344522266696447   ,       571, False
            1, sensor3-sensor5, Finger→Ear        , diastolic_bp_max                 , Diastolic BP (mmHg) (Max)                     , 0.029881641555107932   , 0.47607203472263304   ,       571, False
            1, sensor3-sensor5, Finger→Ear        , mean_bp_mean                     , Mean Arterial Pressure (mmHg)                 , 0.07465747217087704    , 0.07465721871692432   ,       571, False
            1, sensor3-sensor5, Finger→Ear        , mean_bp_std                      , Mean Arterial Pressure (mmHg) (SD)            , 0.030222102276452143   , 0.4710586872360799    ,       571, False
            1, sensor3-sensor5, Finger→Ear        , mean_bp_min                      , Mean Arterial Pressure (mmHg) (Min)           , 0.07850923123030695    , 0.06081897359816737   ,       571, False
            1, sensor3-sensor5, Finger→Ear        , mean_bp_max                      , Mean Arterial Pressure (mmHg) (Max)           , 0.0949294640396587     , 0.02329562505083635   ,       571, True
            1, sensor3-sensor5, Finger→Ear        , bp_mean                          , Continuous BP (mmHg)                          , 0.06344497840647777    , 0.12995994594774427   ,       571, False
            1, sensor3-sensor5, Finger→Ear        , bp_std                           , Continuous BP (mmHg) (SD)                     , 0.03967116320319579    , 0.3440151215694617    ,       571, False
            1, sensor3-sensor5, Finger→Ear        , bp_min                           , Continuous BP (mmHg) (Min)                    , 0.060739391897001616   , 0.14718051637307225   ,       571, False
            1, sensor3-sensor5, Finger→Ear        , bp_max                           , Continuous BP (mmHg) (Max)                    , 0.06257988238766074    , 0.13528765169778473   ,       571, False
            1, sensor3-sensor5, Finger→Ear        , cardiac_output_mean              , Cardiac Output (L/min)                        , 0.09258382137269808    , 0.026949268267869513  ,       571, True
            1, sensor3-sensor5, Finger→Ear        , cardiac_output_std               , Cardiac Output (L/min) (SD)                   , -0.04133785696266723   , 0.3241085427774261    ,       571, False
            1, sensor3-sensor5, Finger→Ear        , cardiac_output_min               , Cardiac Output (L/min) (Min)                  , 0.15816392255738343    , 0.0001476113741268842 ,       571, True
            1, sensor3-sensor5, Finger→Ear        , cardiac_output_max               , Cardiac Output (L/min) (Max)                  , -0.02133559009748018   , 0.6109151558328846    ,       571, False
            1, sensor3-sensor5, Finger→Ear        , cardiac_index_mean               , Cardiac Index (L/min/m²)                      , 0.09307212618778035    , 0.026150431587928367  ,       571, True
            1, sensor3-sensor5, Finger→Ear        , cardiac_index_std                , Cardiac Index (L/min/m²) (SD)                 , -0.041325317429005116  , 0.3242554613677545    ,       571, False
            1, sensor3-sensor5, Finger→Ear        , cardiac_index_min                , Cardiac Index (L/min/m²) (Min)                , 0.15728567368181484    , 0.00016083521616544103,       571, True
            1, sensor3-sensor5, Finger→Ear        , cardiac_index_max                , Cardiac Index (L/min/m²) (Max)                , -0.020910051171239456  , 0.6180485632335277    ,       571, False
            1, sensor3-sensor5, Finger→Ear        , hr_mean                          , Heart Rate (bpm)                              , 0.1655626504670045     , 7.037473731866242e-05 ,       571, True
            1, sensor3-sensor5, Finger→Ear        , hr_std                           , Heart Rate (bpm) (SD)                         , 0.01210056658059252    , 0.772943129388168     ,       571, False
            1, sensor3-sensor5, Finger→Ear        , hr_min                           , Heart Rate (bpm) (Min)                        , 0.09231129774303515    , 0.02740416984939267   ,       571, True
            1, sensor3-sensor5, Finger→Ear        , hr_max                           , Heart Rate (bpm) (Max)                        , 0.1725755164367967     , 3.384732090847699e-05 ,       571, True
